tokenInText	tokenInSentence	sentenceNumber	token	posTag	lemma	neTag
911	4	52	is	VBZ	be	
912	5	52	also	RB	also	
913	6	52	found	VBN	find	
914	7	52	in	IN	in	
915	8	52	the	DT	the	
916	9	52	literature	NN	literature	
917	10	52	under	IN	under	
918	11	52	the	DT	the	
919	12	52	name	NN	name	
920	13	52	of	IN	of	
921	14	52	gradient	NN	gradient	
922	15	52	method	NN	method	
923	16	52	.	.	.	
924	1	53	It	PRP	it	
925	2	53	is	VBZ	be	
926	3	53	based	VBN	base	
927	4	53	on	IN	on	
928	5	53	the	DT	the	
929	6	53	idea	NN	idea	
930	7	53	of	IN	of	
931	8	53	allocating	VBG	allocate	
932	9	53	capital	NN	capital	
933	10	53	according	VBG	accord	
934	11	53	to	IN	to	
935	12	53	the	DT	the	
936	13	53	infinitesimal	JJ	infinitesimal	
937	14	53	marginal	JJ	marginal	
938	15	53	impact	NN	impact	
939	16	53	of	IN	of	
940	17	53	each	DT	each	
941	18	53	risk	NN	risk	
942	19	53	.	.	.	
943	1	54	This	DT	this	
944	2	54	impact	NN	impact	
945	3	54	corresponds	VBZ	correspond	
946	4	54	to	IN	to	
947	5	54	the	DT	the	
948	6	54	increase	NN	increase	
949	7	54	obtained	VBD	obtain	
950	8	54	on	IN	on	
951	9	54	the	DT	the	
952	10	54	overall	JJ	overall	
953	11	54	risk	NN	risk	
954	12	54	,	,	,	
955	13	54	yielding	VBG	yield	
956	14	54	an	DT	an	
957	15	54	infinitely	RB	infinitely	
958	16	54	small	JJ	small	
959	17	54	increment	NN	increment	
960	18	54	in	IN	in	
961	19	54	a	DT	a	
962	20	54	marginal	JJ	marginal	
963	21	54	risk	NN	risk	
964	22	54	.	.	.	
965	1	55	The	DT	the	
966	2	55	majority	NN	majority	
967	3	55	of	IN	of	
968	4	55	Lecturers	NNPS	lecturers	NORP
969	5	55	are	VBP	be	
970	6	55	hired	VBN	hire	
971	7	55	year	NN	year	
972	8	55	-	HYPH	-	
973	9	55	by	IN	by	
974	10	55	-	HYPH	-	
975	11	55	year	NN	year	
976	12	55	or	CC	or	
977	13	55	quarter	NN	quarter	
978	14	55	-	HYPH	-	
979	15	55	by	JJ	by	
980	16	55	-	HYPH	-	
981	17	55	quarter	NN	quarter	
982	18	55	as	IN	as	
983	19	55	"	``	"	
984	20	55	temp	NN	temp	
985	21	55	"	''	"	
986	22	55	workers	NNS	worker	
987	23	55	,	,	,	
988	24	55	which	WDT	which	
989	25	55	leaves	VBZ	leave	
990	26	55	them	PRP	them	
991	27	55	with	IN	with	
992	28	55	no	DT	no	
993	29	55	job	NN	job	
994	30	55	security	NN	security	
995	31	55	.	.	.	
996	1	56	Additionally	RB	additionally	
997	2	56	,	,	,	
998	3	56	a	DT	a	
999	4	56	full	JJ	full	
1000	5	56	-	HYPH	-	
1001	6	56	time	NN	time	
1002	7	56	Lecturer	NNP	lecturer	ORG
1003	8	56	's	POS	's	
1004	9	56	workload	NN	workload	
1005	10	56	is	VBZ	be	
1006	11	56	typically	RB	typically	
1007	12	56	twice	PDT	twice	
1008	13	56	that	DT	that	
1009	14	56	of	IN	of	
1010	15	56	a	DT	a	
1011	16	56	tenure	NN	tenure	
1012	17	56	track	NN	track	
1013	18	56	professor	NN	professor	
1014	19	56	,	,	,	
1015	20	56	yet	CC	yet	
1016	21	56	they	PRP	they	
1017	22	56	are	VBP	be	
1018	23	56	paid	VBN	pay	
1019	24	56	significantly	RB	significantly	
1020	25	56	less	RBR	less	
1021	26	56	.	.	.	
1022	1	57	Many	JJ	many	
1023	2	57	of	IN	of	
1024	3	57	the	DT	the	
1025	4	57	picket	NN	picket	
1026	5	57	signs	NNS	sign	
1027	6	57	displayed	VBD	display	
1028	7	57	at	IN	at	
1029	8	57	the	DT	the	
1030	9	57	picnic	NN	picnic	
1031	10	57	communicated	VBN	communicate	
1032	11	57	around	IN	around	
1033	12	57	the	DT	the	
1034	13	57	theme	NN	theme	
1035	14	57	of	IN	of	
1036	15	57	precarity	NN	precarity	
1037	16	57	.	.	.	
1038	1	58	One	CD	one	CARDINAL
1039	2	58	such	JJ	such	
1040	3	58	message	NN	message	
1041	4	58	,	,	,	
1042	5	58	"	''	"	
1043	1	59	A	DT	a	
1044	2	59	Precarious	JJ	precarious	
1045	3	59	Faculty	NN	faculty	
1046	4	59	=	VBZ	=	
1047	5	59	A	DT	a	
1048	6	59	Precarious	JJ	precarious	
1049	7	59	University	NNP	university	
1050	8	59	,	,	,	
1051	1	60	"	``	"	
1052	2	60	was	VBD	be	
1053	3	60	emblazoned	VBN	emblazon	
1054	4	60	on	IN	on	
1055	5	60	a	DT	a	
1056	6	60	gold	NN	gold	
1057	7	60	flag	NN	flag	
1058	8	60	along	IN	along	
1059	9	60	with	IN	with	
1060	10	60	the	DT	the	
1061	11	60	stencil	NN	stencil	
1062	12	60	of	IN	of	
1063	13	60	a	DT	a	
1064	14	60	fist	NN	fist	
1065	15	60	holding	VBG	hold	
1066	16	60	a	DT	a	
1067	17	60	pencil	NN	pencil	
1068	18	60	.	.	.	
1069	1	61	Precarity	NNP	precarity	
1070	2	61	has	VBZ	have	
1071	3	61	been	VBN	be	
1072	4	61	defined	VBN	define	
1073	5	61	as	IN	as	
1074	6	61	a	DT	a	
1075	7	61	condition	NN	condition	
1076	8	61	of	IN	of	
1077	9	61	instability	NN	instability	
1078	10	61	in	IN	in	
1079	11	61	the	DT	the	
1080	12	61	workforce	NN	workforce	
1081	13	61	created	VBN	create	
1082	14	61	in	IN	in	
1083	15	61	postindustrial	JJ	postindustrial	
1084	16	61	societies	NNS	society	
1085	17	61	when	WRB	when	
1086	18	61	management	NN	management	
1087	19	61	seeks	VBZ	seek	
1088	20	61	to	TO	to	
1089	21	61	increase	VB	increase	
1090	22	61	its	PRP$	its	
1091	23	61	own	JJ	own	
1092	24	61	strength	NN	strength	
1093	25	61	by	IN	by	
1094	26	61	limiting	VBG	limit	
1095	27	61	job	NN	job	
1096	28	61	opportunities	NNS	opportunity	
1097	29	61	to	IN	to	
1098	30	61	temporary	JJ	temporary	
1099	31	61	and	CC	and	
1100	32	61	or	CC	or	
1101	33	61	part	NN	part	
1102	34	61	-	HYPH	-	
1103	35	61	time	NN	time	
1104	36	61	work	NN	work	
1105	37	61	.	.	.	
1106	1	62	In	IN	in	
1107	2	62	February	NNP	february	DATE
1108	3	62	,	,	,	
1109	4	62	organizers	NNS	organizer	
1110	5	62	of	IN	of	
1111	6	62	the	DT	the	ORG
1112	7	62	National	NNP	national	ORG
1113	8	62	Adjunct	NNP	adjunct	ORG
1114	9	62	Day	NNP	day	ORG
1115	10	62	of	IN	of	ORG
1116	11	62	Action	NNP	action	ORG
1117	12	62	adopted	VBD	adopt	
1118	13	62	"	``	"	
1119	14	62	Saint	NNP	saint	PERSON
1120	15	62	Precaria	NNP	precaria	PERSON
1121	16	62	"	''	"	
1122	17	62	as	IN	as	
1123	18	62	their	PRP$	their	
1124	19	62	"	``	"	
1125	20	62	icon	NN	icon	
1126	21	62	saint	NN	saint	
1127	22	62	"	''	"	
1128	23	62	and	CC	and	
1129	24	62	individuals	NNS	individual	
1130	25	62	at	IN	at	
1131	26	62	UC	NNP	uc	ORG
1132	27	62	Santa	NNP	santa	ORG
1133	28	62	Cruz	NNP	cruz	ORG
1134	29	62	continue	VBP	continue	
1135	30	62	to	TO	to	
1136	31	62	develop	VB	develop	
1137	32	62	themes	NNS	theme	
1138	33	62	surrounding	VBG	surround	
1139	34	62	precarity	NN	precarity	
1140	35	62	.	.	.	
1141	1	63	"	``	"	
1142	2	63	All	PDT	all	
1143	3	63	these	DT	these	
1144	4	63	movements	NNS	movement	
1145	5	63	that	IN	that	
1146	6	63	we	PRP	we	
1147	7	63	are	VBP	be	
1148	8	63	building	VBG	build	
1149	9	63	together	RB	together	
1150	10	63	are	VBP	be	
1151	11	63	really	RB	really	
1152	12	63	interconnected	JJ	interconnected	
1153	13	63	,	,	,	
1154	14	63	all	PDT	all	
1155	15	63	the	DT	the	
1156	16	63	student	NN	student	
1157	17	63	movements	NNS	movement	
1158	18	63	and	CC	and	
1159	19	63	the	DT	the	
1160	20	63	union	NN	union	
1161	21	63	movements	VBZ	movements	
1162	22	63	that	IN	that	
1163	23	63	we	PRP	we	
1164	24	63	have	VBP	have	
1165	25	63	been	VBN	be	
1166	26	63	working	VBG	work	
1167	27	63	on	RP	on	
1168	28	63	for	IN	for	
1169	29	63	many	JJ	many	DATE
1170	30	63	years	NNS	year	DATE
1171	31	63	together	RB	together	
1172	32	63	,	,	,	
1173	33	63	"	''	"	
1174	34	63	explained	VBD	explain	
1175	35	63	Josh	NNP	josh	PERSON
1176	36	63	Brahinsky	NNP	brahinsky	PERSON
1177	37	63	at	IN	at	
1178	38	63	a	DT	a	
1179	39	63	mid	JJ	mid	DATE
1180	40	63	-	HYPH	-	DATE
1181	41	63	day	NN	day	DATE
1182	42	63	rally	NN	rally	
1183	43	63	held	VBN	hold	
1184	44	63	at	IN	at	
1185	45	63	the	DT	the	
1186	46	63	picnic	NN	picnic	
1187	47	63	.	.	.	
1188	1	64	Brahinsky	NNP	brahinsky	PERSON
1189	2	64	teaches	VBZ	teach	
1190	3	64	courses	NNS	course	
1191	4	64	at	IN	at	
1192	5	64	both	CC	both	
1193	6	64	UC	NNP	uc	ORG
1194	7	64	Santa	NNP	santa	ORG
1195	8	64	Cruz	NNP	cruz	ORG
1196	9	64	and	CC	and	
1197	10	64	San	NNP	san	GPE
1198	11	64	Jose	NNP	jose	GPE
1199	12	64	State	NNP	state	
1200	13	64	University	NNP	university	
1201	14	64	.	.	.	
1202	1	65	"	``	"	
1203	2	65	We	PRP	we	
1204	3	65	're	VBP	're	
1205	4	65	all	RB	all	
1206	5	65	facing	VBG	face	
1207	6	65	a	DT	a	
1208	7	65	certain	JJ	certain	
1209	8	65	kind	NN	kind	
1210	9	65	of	IN	of	
1211	10	65	neo	NN	neo	
1212	11	65	-	HYPH	-	
1213	12	65	liberal	JJ	liberal	
1214	13	65	budget	NN	budget	
1215	14	65	where	WRB	where	
1216	15	65	they	PRP	they	
1217	16	65	play	VBP	play	
1218	17	65	with	IN	with	
1219	18	65	it	PRP	it	
1220	19	65	,	,	,	
1221	20	65	and	CC	and	
1222	21	65	mess	NN	mess	
1223	22	65	with	IN	with	
1224	23	65	the	DT	the	
1225	24	65	money	NN	money	
1226	25	65	,	,	,	
1227	26	65	"	''	"	
1228	27	65	he	PRP	he	
1229	28	65	said	VBD	say	
1230	29	65	.	.	.	
1231	1	66	"	``	"	
1232	2	66	They	PRP	they	
1233	3	66	do	VBP	do	
1234	4	66	n't	RB	not	
1235	5	66	spend	VB	spend	
1236	6	66	the	DT	the	
1237	7	66	money	NN	money	
1238	8	66	on	IN	on	
1239	9	66	undergraduate	JJ	undergraduate	
1240	10	66	education	NN	education	
1241	11	66	,	,	,	
1242	12	66	which	WDT	which	
1243	13	66	is	VBZ	be	
1244	14	66	what	WP	what	
1245	15	66	we	PRP	we	
1246	16	66	are	VBP	be	
1247	17	66	all	RB	all	
1248	18	66	here	RB	here	
1249	19	66	to	TO	to	
1250	20	66	make	VB	make	
1251	21	66	happen	VB	happen	
1252	22	66	.	.	.	
1253	23	66	"	''	"	
1254	1	67	In	IN	in	
1255	2	67	this	DT	this	
1256	3	67	paper	NN	paper	
1257	4	67	we	PRP	we	
1258	5	67	have	VBP	have	
1259	6	67	performed	VBN	perform	
1260	7	67	logical	JJ	logical	
1261	8	67	reasoning	NN	reasoning	
1262	9	67	by	IN	by	
1263	10	67	modus	NN	modus	
1264	11	67	ponens	NNS	ponens	
1265	12	67	using	VBG	use	
1266	13	67	DNA	NN	dna	
1267	14	67	strand	NN	strand	
1268	15	67	algebra	NN	algebra	
1269	16	67	,	,	,	
1270	17	67	which	WDT	which	
1271	18	67	can	MD	can	
1272	19	67	be	VB	be	
1273	20	67	defined	VBN	define	
1274	21	67	as	IN	as	
1275	22	67	a	DT	a	
1276	23	67	branch	NN	branch	
1277	24	67	of	IN	of	
1278	25	67	process	NN	process	
1279	26	67	algebra	NN	algebra	
1280	27	67	.	.	.	
1281	1	68	The	DT	the	
1282	2	68	operations	NNS	operation	
1283	3	68	of	IN	of	
1284	4	68	DNA	NNP	dna	
1285	5	68	strands	NNS	strand	
1286	6	68	in	IN	in	
1287	7	68	present	JJ	present	
1288	8	68	model	NN	model	
1289	9	68	are	VBP	be	
1290	10	68	based	VBN	base	
1291	11	68	on	IN	on	
1292	12	68	the	DT	the	
1293	13	68	mechanism	NN	mechanism	
1294	14	68	of	IN	of	
1295	15	68	DNA	NNP	dna	
1296	16	68	strand	NN	strand	
1297	17	68	displacement	NN	displacement	
1298	18	68	.	.	.	
1299	1	69	Process	NN	process	
1300	2	69	algebras	NNS	algebra	
1301	3	69	are	VBP	be	
1302	4	69	widely	RB	widely	
1303	5	69	used	VBN	use	
1304	6	69	for	IN	for	
1305	7	69	defining	VBG	define	
1306	8	69	the	DT	the	
1307	9	69	formal	JJ	formal	
1308	10	69	semantics	NNS	semantics	
1309	11	69	of	IN	of	
1310	12	69	concurrent	JJ	concurrent	
1311	13	69	communicating	NN	communicating	
1312	14	69	processes	NNS	process	
1313	15	69	.	.	.	
1314	1	70	Process	NNP	process	
1315	2	70	calculi	VBD	calculi	
1316	3	70	provide	VBP	provide	
1317	4	70	a	DT	a	
1318	5	70	tool	NN	tool	
1319	6	70	for	IN	for	
1320	7	70	the	DT	the	
1321	8	70	high	JJ	high	
1322	9	70	-	HYPH	-	
1323	10	70	level	NN	level	
1324	11	70	description	NN	description	
1325	12	70	of	IN	of	
1326	13	70	interactions	NNS	interaction	
1327	14	70	,	,	,	
1328	15	70	communications	NNS	communication	
1329	16	70	,	,	,	
1330	17	70	and	CC	and	
1331	18	70	synchronizations	NNS	synchronization	
1332	19	70	between	IN	between	
1333	20	70	a	DT	a	
1334	21	70	collection	NN	collection	
1335	22	70	of	IN	of	
1336	23	70	independent	JJ	independent	
1337	24	70	agents	NNS	agent	
1338	25	70	or	CC	or	
1339	26	70	processes	NNS	process	
1340	27	70	.	.	.	
1341	1	71	They	PRP	they	
1342	2	71	also	RB	also	
1343	3	71	provide	VBP	provide	
1344	4	71	algebraic	JJ	algebraic	
1345	5	71	laws	NNS	law	
1346	6	71	that	WDT	that	
1347	7	71	allow	VBP	allow	
1348	8	71	process	NN	process	
1349	9	71	descriptions	NNS	description	
1350	10	71	to	TO	to	
1351	11	71	be	VB	be	
1352	12	71	manipulated	VBN	manipulate	
1353	13	71	and	CC	and	
1354	14	71	analyzed	VBN	analyze	
1355	15	71	,	,	,	
1356	16	71	and	CC	and	
1357	17	71	permit	VB	permit	
1358	18	71	formal	JJ	formal	
1359	19	71	reasoning	NN	reasoning	
1360	20	71	about	IN	about	
1361	21	71	equivalences	NNS	equivalence	
1362	22	71	between	IN	between	
1363	23	71	processes	NNS	process	
1364	24	71	.	.	.	
1365	1	72	The	DT	the	
1366	2	72	main	JJ	main	
1367	3	72	components	NNS	component	
1368	4	72	of	IN	of	
1369	5	72	DNA	NNP	dna	
1370	6	72	strand	NN	strand	
1371	7	72	algebra	NN	algebra	
1372	8	72	are	VBP	be	
1373	9	72	DNA	NNP	dna	
1374	10	72	strands	NNS	strand	
1375	11	72	,	,	,	
1376	12	72	DNA	NNP	dna	
1377	13	72	gates	NNS	gate	
1378	14	72	,	,	,	
1379	15	72	and	CC	and	
1380	16	72	their	PRP$	their	
1381	17	72	interactions	NNS	interaction	
1382	18	72	.	.	.	
1383	1	73	Before	IN	before	
1384	2	73	going	VBG	go	
1385	3	73	in	IN	in	
1386	4	73	detail	NN	detail	
1387	5	73	description	NN	description	
1388	6	73	of	IN	of	
1389	7	73	DNA	NNP	dna	
1390	8	73	strand	NN	strand	
1391	9	73	algebra	NN	algebra	
1392	10	73	we	PRP	we	
1393	11	73	first	RB	first	
1394	12	73	have	VBP	have	
1395	13	73	to	TO	to	
1396	14	73	know	VB	know	
1397	15	73	what	WP	what	
1398	16	73	is	VBZ	be	
1399	17	73	syntax	NN	syntax	
1400	18	73	and	CC	and	
1401	19	73	semantics	NNS	semantics	
1402	20	73	.	.	.	
1403	1	74	In	IN	in	
1404	2	74	mathematics	NNS	mathematics	
1405	3	74	,	,	,	
1406	4	74	computer	NN	computer	
1407	5	74	science	NN	science	
1408	6	74	and	CC	and	
1409	7	74	linguistics	NNS	linguistics	
1410	8	74	,	,	,	
1411	9	74	a	DT	a	
1412	10	74	formal	JJ	formal	
1413	11	74	language	NN	language	
1414	12	74	is	VBZ	be	
1415	13	74	a	DT	a	
1416	14	74	set	NN	set	
1417	15	74	of	IN	of	
1418	16	74	strings	NNS	string	
1419	17	74	of	IN	of	
1420	18	74	symbols	NNS	symbol	
1421	19	74	that	WDT	that	
1422	20	74	may	MD	may	
1423	21	74	be	VB	be	
1424	22	74	constrained	VBN	constrain	
1425	23	74	by	IN	by	
1426	24	74	rules	NNS	rule	
1427	25	74	that	WDT	that	
1428	26	74	are	VBP	be	
1429	27	74	specific	JJ	specific	
1430	28	74	to	IN	to	
1431	29	74	it	PRP	it	
1432	30	74	.	.	.	
1433	1	75	In	IN	in	
1434	2	75	computer	NN	computer	
1435	3	75	science	NN	science	
1436	4	75	,	,	,	
1437	5	75	the	DT	the	
1438	6	75	process	NN	process	
1439	7	75	algebras	NNS	algebra	
1440	8	75	[	-LRB-	[	
1441	9	75	Baeten	NNP	baeten	
1442	10	75	,	,	,	
1443	11	75	2004	CD	2004	
1444	12	75	]	-RRB-	]	
1445	13	75	are	VBP	be	
1446	14	75	mathematically	RB	mathematically	
1447	15	75	rigorous	JJ	rigorous	
1448	16	75	languages	NNS	language	
1449	17	75	with	IN	with	
1450	18	75	well	RB	well	
1451	19	75	defined	VBN	define	
1452	20	75	semantics	NNS	semantics	
1453	21	75	that	WDT	that	
1454	22	75	permit	VBP	permit	
1455	23	75	describing	VBG	describe	
1456	24	75	and	CC	and	
1457	25	75	verifying	VBG	verify	
1458	26	75	properties	NNS	property	
1459	27	75	of	IN	of	
1460	28	75	concurrent	JJ	concurrent	
1461	29	75	communicating	NN	communicating	
1462	30	75	systems	NNS	system	
1463	31	75	.	.	.	
1464	1	76	Process	NNP	process	
1465	2	76	calculi	VBD	calculi	
1466	3	76	provide	VBP	provide	
1467	4	76	a	DT	a	
1468	5	76	tool	NN	tool	
1469	6	76	for	IN	for	
1470	7	76	the	DT	the	
1471	8	76	high	JJ	high	
1472	9	76	-	HYPH	-	
1473	10	76	level	NN	level	
1474	11	76	description	NN	description	
1475	12	76	of	IN	of	
1476	13	76	interactions	NNS	interaction	
1477	14	76	,	,	,	
1478	15	76	communications	NNS	communication	
1479	16	76	,	,	,	
1480	17	76	and	CC	and	
1481	18	76	synchronizations	NNS	synchronization	
1482	19	76	between	IN	between	
1483	20	76	a	DT	a	
1484	21	76	collection	NN	collection	
1485	22	76	of	IN	of	
1486	23	76	independent	JJ	independent	
1487	24	76	agents	NNS	agent	
1488	25	76	or	CC	or	
1489	26	76	processes	NNS	process	
1490	27	76	.	.	.	
1491	1	77	They	PRP	they	
1492	2	77	also	RB	also	
1493	3	77	provide	VBP	provide	
1494	4	77	algebraic	JJ	algebraic	
1495	5	77	laws	NNS	law	
1496	6	77	that	WDT	that	
1497	7	77	allow	VBP	allow	
1498	8	77	process	NN	process	
1499	9	77	descriptions	NNS	description	
1500	10	77	to	TO	to	
1501	11	77	be	VB	be	
1502	12	77	manipulated	VBN	manipulate	
1503	13	77	and	CC	and	
1504	14	77	analyzed	VBN	analyze	
1505	15	77	,	,	,	
1506	16	77	and	CC	and	
1507	17	77	permit	VB	permit	
1508	18	77	formal	JJ	formal	
1509	19	77	reasoning	NN	reasoning	
1510	20	77	about	IN	about	
1511	21	77	equivalences	NNS	equivalence	
1512	22	77	between	IN	between	
1513	23	77	processes	NNS	process	
1514	24	77	.	.	.	
1515	1	78	Suppose	VB	suppose	
1516	2	78	that	IN	that	
1517	3	78	you	PRP	you	
1518	4	78	and	CC	and	
1519	5	78	I	PRP	i	
1520	6	78	were	VBD	be	
1521	7	78	sitting	VBG	sit	
1522	8	78	in	IN	in	
1523	9	78	a	DT	a	
1524	10	78	quiet	JJ	quiet	
1525	11	78	room	NN	room	
1526	12	78	overlooking	VBG	overlook	
1527	13	78	a	DT	a	
1528	14	78	garden	NN	garden	
1529	15	78	,	,	,	
1530	16	78	chatting	VBG	chat	
1531	17	78	and	CC	and	
1532	18	78	sipping	VBG	sip	
1533	19	78	at	IN	at	
1534	20	78	our	PRP$	our	
1535	21	78	cups	NNS	cup	
1536	22	78	of	IN	of	
1537	23	78	green	JJ	green	
1538	24	78	tea	NN	tea	
1539	25	78	while	IN	while	
1540	26	78	we	PRP	we	
1541	27	78	talked	VBD	talk	
1542	28	78	about	IN	about	
1543	29	78	something	NN	something	
1544	30	78	that	WDT	that	
1545	31	78	had	VBD	have	
1546	32	78	happened	VBN	happen	
1547	33	78	a	DT	a	
1548	34	78	long	RB	long	
1549	35	78	while	NN	while	
1550	36	78	ago	RB	ago	
1551	37	78	,	,	,	
1552	38	78	and	CC	and	
1553	39	78	I	PRP	i	
1554	40	78	said	VBD	say	
1555	41	78	to	IN	to	
1556	42	78	you	PRP	you	
1557	43	78	,	,	,	
1558	44	78	"	``	"	
1559	45	78	That	DT	that	
1560	46	78	afternoon	NN	afternoon	
1561	47	78	when	WRB	when	
1562	48	78	I	PRP	i	
1563	49	78	met	VBD	meet	
1564	1	79	so	RB	so	
1565	2	79	-	HYPH	-	
1566	3	79	and	CC	and	
1567	4	79	-	HYPH	-	
1568	5	79	so	RB	so	
1569	6	79	...	NFP	...	
1570	7	79	was	VBD	be	
1571	8	79	the	DT	the	
1572	9	79	very	RB	very	
1573	10	79	best	JJS	best	
1574	11	79	afternoon	NN	afternoon	
1575	12	79	of	IN	of	
1576	13	79	my	PRP$	my	
1577	14	79	life	NN	life	
1578	15	79	,	,	,	
1579	16	79	and	CC	and	
1580	17	79	also	RB	also	
1581	18	79	the	DT	the	
1582	19	79	very	RB	very	
1583	20	79	worst	JJS	bad	
1584	21	79	afternoon	NN	afternoon	
1585	22	79	.	.	.	
1586	1	80	"	``	"	
1587	2	80	I	PRP	i	
1588	3	80	expect	VBP	expect	
1589	4	80	you	PRP	you	
1590	5	80	might	MD	may	
1591	6	80	put	VB	put	
1592	7	80	down	RP	down	
1593	8	80	your	PRP$	your	
1594	9	80	teacup	NN	teacup	
1595	10	80	and	CC	and	
1596	11	80	say	VB	say	
1597	12	80	,	,	,	
1598	13	80	"	``	"	
1599	14	80	Well	UH	well	
1600	15	80	,	,	,	
1601	16	80	now	RB	now	
1602	17	80	,	,	,	
1603	18	80	which	WDT	which	
1604	19	80	was	VBD	be	
1605	20	80	it	PRP	it	
1606	21	80	?	.	?	
1607	1	81	Was	VBD	be	
1608	2	81	it	PRP	it	
1609	3	81	the	DT	the	
1610	4	81	best	JJS	best	
1611	5	81	or	CC	or	
1612	6	81	the	DT	the	
1613	7	81	worst	JJS	bad	
1614	8	81	?	.	?	
1615	1	82	Because	IN	because	
1616	2	82	it	PRP	it	
1617	3	82	ca	MD	can	
1618	4	82	n't	RB	not	
1619	5	82	possibly	RB	possibly	
1620	6	82	have	VB	have	
1621	7	82	been	VBN	be	
1622	8	82	both	DT	both	
1623	9	82	!	.	!	
1624	10	82	"	''	"	
1625	1	83	Ordinarily	RB	ordinarily	
1626	2	83	I	PRP	i	
1627	3	83	'd	MD	would	
1628	4	83	have	VB	have	
1629	5	83	to	TO	to	
1630	6	83	laugh	VB	laugh	
1631	7	83	at	IN	at	
1632	8	83	myself	PRP	myself	
1633	9	83	and	CC	and	
1634	10	83	agree	VB	agree	
1635	11	83	with	IN	with	
1636	12	83	you	PRP	you	
1637	13	83	.	.	.	
1638	1	84	But	CC	but	
1639	2	84	the	DT	the	
1640	3	84	truth	NN	truth	
1641	4	84	is	VBZ	be	
1642	5	84	that	IN	that	
1643	6	84	the	DT	the	
1644	7	84	afternoon	NN	afternoon	
1645	8	84	when	WRB	when	
1646	9	84	I	PRP	i	
1647	10	84	met	VBD	meet	
1648	11	84	Mr.	NNP	mr.	
1649	12	84	Tanaka	NNP	tanaka	PERSON
1650	13	84	Ichiro	NNP	ichiro	
1651	14	84	really	RB	really	
1652	15	84	was	VBD	be	
1653	16	84	the	DT	the	
1654	17	84	best	JJS	best	
1655	18	84	and	CC	and	
1656	19	84	the	DT	the	
1657	20	84	worst	JJS	bad	
1658	21	84	of	IN	of	
1659	22	84	my	PRP$	my	
1660	23	84	life	NN	life	
1661	24	84	.	.	.	
1662	1	85	He	PRP	he	
1663	2	85	seemed	VBD	seem	
1664	3	85	so	RB	so	
1665	4	85	fascinating	JJ	fascinating	
1666	5	85	to	IN	to	
1667	6	85	me	PRP	me	
1668	7	85	,	,	,	
1669	8	85	even	RB	even	
1670	9	85	the	DT	the	
1671	10	85	fish	NN	fish	
1672	11	85	smell	NN	smell	
1673	12	85	on	IN	on	
1674	13	85	his	PRP$	his	
1675	14	85	hands	NNS	hand	
1676	15	85	was	VBD	be	
1677	16	85	a	DT	a	
1678	17	85	kind	NN	kind	
1679	18	85	of	IN	of	
1680	19	85	perfume	NN	perfume	
1681	20	85	.	.	.	
1682	1	86	If	IN	if	
1683	2	86	I	PRP	i	
1684	3	86	had	VBD	have	
1685	4	86	never	RB	never	
1686	5	86	known	VBN	know	
1687	6	86	him	PRP	him	
1688	7	86	,	,	,	
1689	8	86	I	PRP	i	
1690	9	86	'm	VBP	be	
1691	10	86	sure	JJ	sure	
1692	11	86	I	PRP	i	
1693	12	86	would	MD	would	
1694	13	86	not	RB	not	
1695	14	86	have	VB	have	
1696	15	86	become	VBN	become	
1697	16	86	a	DT	a	
1698	17	86	geisha	NN	geisha	
1699	18	86	.	.	.	
1700	1	87	I	PRP	i	
1701	2	87	was	VBD	be	
1702	3	87	n't	RB	not	
1703	4	87	born	VBN	bear	
1704	5	87	and	CC	and	
1705	6	87	raised	VBN	raise	
1706	7	87	to	TO	to	
1707	8	87	be	VB	be	
1708	9	87	a	DT	a	
1709	10	87	Kyoto	NNP	kyoto	GPE
1710	11	87	geisha	NN	geisha	
1711	12	87	.	.	.	
1712	1	88	I	PRP	i	
1713	2	88	was	VBD	be	
1714	3	88	n't	RB	not	
1715	4	88	even	RB	even	
1716	5	88	born	VBN	bear	
1717	6	88	in	IN	in	
1718	7	88	Kyoto	NNP	kyoto	GPE
1719	8	88	.	.	.	
1720	1	89	I	PRP	i	
1721	2	89	'm	VBP	be	
1722	3	89	a	DT	a	
1723	4	89	fisherman	NN	fisherman	
1724	5	89	's	POS	's	
1725	6	89	daughter	NN	daughter	
1726	7	89	from	IN	from	
1727	8	89	a	DT	a	
1728	9	89	little	JJ	little	
1729	10	89	town	NN	town	
1730	11	89	called	VBN	call	
1731	12	89	Yoroido	NNP	yoroido	GPE
1732	13	89	on	IN	on	
1733	14	89	the	DT	the	
1734	15	89	Sea	NNP	sea	
1735	16	89	of	IN	of	
1736	17	89	Japan	NNP	japan	GPE
1737	18	89	.	.	.	
1738	1	90	In	IN	in	
1739	2	90	all	PDT	all	
1740	3	90	my	PRP$	my	
1741	4	90	life	NN	life	
1742	5	90	I	PRP	i	
1743	6	90	've	VB	have	
1744	7	90	never	RB	never	
1745	8	90	told	VBN	tell	
1746	9	90	more	JJR	more	
1747	10	90	than	IN	than	
1748	11	90	a	DT	a	
1749	12	90	handful	NN	handful	
1750	13	90	of	IN	of	
1751	14	90	people	NNS	people	
1752	15	90	anything	NN	anything	
1753	16	90	at	RB	at	
1754	17	90	all	RB	all	
1755	18	90	about	IN	about	
1756	19	90	Yoroido	NNP	yoroido	GPE
1757	20	90	,	,	,	
1758	21	90	or	CC	or	
