indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
882	1021	however	RB	RB	YES
883	1023	that	OO	OO	YES
884	1024	haunts	VB	VB	YES
885	1025	this	OO	OO	YES
886	1026	enchanted	JJ	JJ	YES
887	1027	region	NN	NN	YES
888	1029	and	OO	OO	YES
889	1030	seems	VB	VB	YES
890	1031	to	OO	OO	YES
891	1032	be	VB	VB	YES
892	1034	of	OO	OO	YES
893	1035	all	OO	OO	YES
894	1036	the	OO	OO	YES
895	1037	powers	NN	NN	YES
896	1038	of	OO	OO	YES
897	1039	the	OO	OO	YES
898	1040	air	NN	NN	YES
899	1042	is	VB	VB	YES
900	1043	the	OO	OO	YES
901	1044	apparition	NN	NN	YES
902	1045	of	OO	OO	YES
903	1046	a	OO	OO	YES
904	1047	figure	NN	NN	YES
905	1048	on	OO	OO	YES
906	1049	horseback	NN	NN	YES
907	1051	without	OO	OO	YES
908	1052	a	OO	OO	YES
909	1053	head	NN	NN	YES
910	1055	It	NN	NN	YES
911	1056	is	VB	VB	YES
912	1057	said	VB	VB	YES
913	1058	by	OO	OO	YES
914	1059	some	OO	OO	YES
915	1060	to	OO	OO	YES
916	1061	be	VB	VB	YES
917	1062	the	OO	OO	YES
918	1063	ghost	NN	NN	YES
919	1064	of	OO	OO	YES
920	1065	a	OO	OO	YES
921	1066	Hessian	JJ	JJ	YES
922	1067	trooper	NN	NN	YES
923	1069	whose	JJ	JJ	YES
924	1070	head	NN	NN	YES
925	1071	had	VB	VB	YES
926	1072	been	VB	VB	YES
927	1073	carried	VB	VB	YES
928	1074	away	RB	RB	YES
929	1075	by	OO	OO	YES
930	1076	a	OO	OO	YES
931	1079	in	OO	OO	YES
932	1080	some	OO	OO	YES
933	1081	nameless	JJ	JJ	YES
934	1082	battle	NN	NN	YES
935	1083	during	OO	OO	YES
936	1084	the	OO	OO	YES
937	1085	Revolutionary	NN	NN	YES
938	1086	War	NN	NN	YES
939	1088	and	OO	OO	YES
940	1089	who	NN	NN	YES
941	1090	is	VB	VB	YES
942	1091	ever	RB	RB	YES
943	1092	and	OO	OO	YES
944	1093	anon	VB	RB	NO
945	1094	seen	VB	VB	YES
946	1095	by	OO	OO	YES
947	1096	the	OO	OO	YES
948	1097	country	NN	NN	YES
949	1098	folk	NN	NN	YES
950	1099	hurrying	VB	VB	YES
951	1100	along	RB	RB	YES
952	1101	in	OO	OO	YES
953	1102	the	OO	OO	YES
954	1103	gloom	NN	NN	YES
955	1104	of	OO	OO	YES
956	1105	night	NN	NN	YES
957	1107	as	OO	OO	YES
958	1108	if	OO	OO	YES
959	1109	on	OO	OO	YES
960	1110	the	OO	OO	YES
961	1111	wings	NN	NN	YES
962	1112	of	OO	OO	YES
963	1113	the	OO	OO	YES
964	1114	wind	NN	NN	YES
965	1116	His	JJ	JJ	YES
966	1117	haunts	NN	NN	YES
967	1118	are	VB	VB	YES
968	1119	not	RB	RB	YES
969	1120	confined	VB	VB	YES
970	1121	to	OO	OO	YES
971	1122	the	OO	OO	YES
972	1123	valley	NN	NN	YES
973	1125	but	OO	OO	YES
974	1126	extend	VB	VB	YES
975	1127	at	OO	OO	YES
976	1128	times	NN	NN	YES
977	1129	to	OO	OO	YES
978	1130	the	OO	OO	YES
979	1131	adjacent	JJ	JJ	YES
980	1132	roads	NN	NN	YES
981	1134	and	OO	OO	YES
982	1135	especially	RB	RB	YES
983	1136	to	OO	OO	YES
984	1137	the	OO	OO	YES
985	1138	vicinity	NN	NN	YES
986	1139	of	OO	OO	YES
987	1140	a	OO	OO	YES
988	1141	church	NN	NN	YES
989	1142	at	OO	OO	YES
990	1143	no	OO	OO	YES
991	1144	great	JJ	JJ	YES
992	1145	distance	NN	NN	YES
993	1147	Indeed	RB	RB	YES
994	1149	certain	JJ	JJ	YES
995	1150	of	OO	OO	YES
996	1151	the	OO	OO	YES
997	1152	most	RB	RB	YES
998	1153	authentic	JJ	JJ	YES
999	1154	historians	NN	NN	YES
1000	1155	of	OO	OO	YES
1001	1156	those	OO	OO	YES
1002	1157	parts	NN	NN	YES
1003	1159	who	NN	NN	YES
1004	1160	have	VB	VB	YES
1005	1161	been	VB	VB	YES
1006	1162	careful	JJ	JJ	YES
1007	1163	in	OO	OO	YES
1008	1164	collecting	VB	VB	YES
1009	1165	and	OO	OO	YES
1010	1166	collating	VB	VB	YES
1011	1167	the	OO	OO	YES
1012	1168	floating	VB	VB	YES
1013	1169	facts	NN	NN	YES
1014	1170	concerning	VB	VB	YES
1015	1171	this	OO	OO	YES
1016	1172	spectre	NN	NN	YES
1017	1174	allege	VB	VB	YES
1018	1175	that	OO	OO	YES
1019	1176	the	OO	OO	YES
1020	1177	body	NN	NN	YES
1021	1178	of	OO	OO	YES
1022	1179	the	OO	OO	YES
1023	1180	trooper	NN	NN	YES
1024	1181	having	VB	VB	YES
1025	1182	been	VB	VB	YES
1026	1183	buried	VB	VB	YES
1027	1184	in	OO	OO	YES
1028	1185	the	OO	OO	YES
1029	1186	churchyard	NN	NN	YES
1030	1188	the	OO	OO	YES
1031	1189	ghost	NN	NN	YES
1032	1190	rides	VB	VB	YES
1033	1191	forth	NN	RB	NO
1034	1192	to	OO	OO	YES
1035	1193	the	OO	OO	YES
1036	1194	scene	NN	NN	YES
1037	1195	of	OO	OO	YES
1038	1196	battle	NN	NN	YES
1039	1197	in	OO	OO	YES
1040	1198	nightly	RB	JJ	NO
1041	1199	quest	JJ	NN	NO
1042	1200	of	OO	OO	YES
1043	1201	his	JJ	JJ	YES
1044	1202	head	NN	NN	YES
1045	1204	and	OO	OO	YES
1046	1205	that	OO	OO	YES
1047	1206	the	OO	OO	YES
1048	1207	rushing	VB	VB	YES
1049	1208	speed	NN	NN	YES
1050	1209	with	OO	OO	YES
1051	1210	which	OO	OO	YES
1052	1211	he	NN	NN	YES
1053	1212	sometimes	VB	RB	NO
1054	1213	passes	NN	VB	NO
1055	1214	along	OO	OO	YES
1056	1215	the	OO	OO	YES
1057	1216	Hollow	NN	NN	YES
1058	1218	like	OO	OO	YES
1059	1219	a	OO	OO	YES
1060	1220	midnight	NN	NN	YES
1061	1221	blast	NN	NN	YES
1062	1223	is	VB	VB	YES
1063	1224	owing	VB	VB	YES
1064	1225	to	OO	OO	YES
1065	1226	his	JJ	JJ	YES
1066	1227	being	VB	VB	YES
1067	1228	belated	VB	VB	YES
1068	1230	and	OO	OO	YES
1069	1231	in	OO	OO	YES
1070	1232	a	OO	OO	YES
1071	1233	hurry	NN	NN	YES
1072	1234	to	OO	OO	YES
1073	1235	get	VB	VB	YES
1074	1236	back	RB	RB	YES
1075	1237	to	OO	OO	YES
1076	1238	the	OO	OO	YES
1077	1239	churchyard	NN	NN	YES
1078	1240	before	OO	OO	YES
1079	1241	daybreak	NN	NN	YES
1080	1243	If	NN	NN	YES
1081	1245	not	RB	RB	YES
1082	1246	willing	JJ	JJ	YES
1083	1247	to	OO	OO	YES
1084	1248	go	VB	VB	YES
1085	1249	outside	OO	OO	YES
1086	1250	the	OO	OO	YES
1087	1251	parameters	NN	NN	YES
1088	1252	set	VB	VB	YES
1089	1253	by	OO	OO	YES
1090	1254	conglomerates	NN	NN	YES
1091	1256	that	OO	OO	YES
1092	1257	safety	NN	NN	YES
1093	1258	net	NN	NN	YES
1094	1259	of	OO	OO	YES
1095	1260	success	NN	NN	YES
1096	1262	theres	VB	OO	NO
1097	1263	no	OO	OO	YES
1098	1264	point	NN	NN	YES
1099	1265	venturing	VB	VB	YES
1100	1266	out	OO	OO	YES
1101	1267	on	OO	OO	YES
1102	1268	your	JJ	JJ	YES
1103	1269	own	JJ	JJ	YES
1104	1272	Lee	NN	NN	YES
1105	1273	assures	NN	VB	NO
1106	1275	Many	JJ	JJ	YES
1107	1276	young	JJ	JJ	YES
1108	1277	entrepreneurs	NN	NN	YES
1109	1278	seem	VB	VB	YES
1110	1279	to	OO	OO	YES
1111	1280	be	VB	VB	YES
1112	1281	jumping	VB	VB	YES
1113	1282	on	OO	OO	YES
1114	1283	the	OO	OO	YES
1115	1284	bandwagon	NN	NN	YES
1116	1286	approaching	VB	VB	YES
1117	1287	the	OO	OO	YES
1118	1288	startup	NN	NN	YES
1119	1289	game	NN	NN	YES
1120	1290	for	OO	OO	YES
1121	1291	the	OO	OO	YES
1122	1292	wrong	JJ	JJ	YES
1123	1293	reasons	NN	NN	YES
1124	1295	without	OO	OO	YES
1125	1296	any	OO	OO	YES
1126	1297	clear	JJ	JJ	YES
1127	1298	strategy	NN	NN	YES
1128	1299	in	OO	OO	YES
1129	1300	mind	NN	NN	YES
1130	1303	Lee	NN	NN	YES
1131	1304	notes	NN	NN	YES
1132	1306	If	NN	NN	YES
1133	1308	not	RB	RB	YES
1134	1309	hungry	VB	JJ	NO
1135	1310	enough	RB	RB	YES
1136	1312	if	OO	OO	YES
1137	1314	not	RB	RB	YES
1138	1315	ready	JJ	JJ	YES
1139	1316	to	OO	OO	YES
1140	1317	startup	VB	VB	YES
1141	1318	a	OO	OO	YES
1142	1319	new	JJ	JJ	YES
1143	1320	company	NN	NN	YES
1144	1322	then	RB	RB	YES
1145	1324	better	JJ	JJ	YES
1146	1325	to	OO	OO	YES
1147	1326	jump	VB	VB	YES
1148	1327	ship	JJ	NN	NO
1149	1328	President	NN	NN	YES
1150	1329	Park	NN	NN	YES
1151	1331	has	VB	VB	YES
1152	1332	vowed	VB	VB	YES
1153	1333	to	OO	OO	YES
1154	1334	cut	VB	VB	YES
1155	1335	through	OO	OO	YES
1156	1336	red	JJ	JJ	YES
1157	1337	tap	NN	NN	YES
1158	1338	and	OO	OO	YES
1159	1339	provide	VB	VB	YES
1160	1340	financial	JJ	JJ	YES
1161	1341	incentive	NN	NN	YES
1162	1342	for	OO	OO	YES
1163	1343	entrepreneurs	NN	NN	YES
1164	1345	earmarking	VB	VB	YES
1165	1347	92	OO	OO	YES
1166	1348	billion	OO	OO	YES
1167	1349	to	OO	OO	YES
1168	1350	support	VB	VB	YES
1169	1351	small	JJ	JJ	YES
1170	1352	and	OO	OO	YES
1171	1354	businesses	NN	NN	YES
1172	1356	which	OO	OO	YES
1173	1357	also	RB	RB	YES
1174	1358	encompasses	VB	VB	YES
1175	1359	startups	NN	NN	YES
1176	1361	But	OO	OO	YES
1177	1362	getting	VB	VB	YES
1178	1363	startups	NN	NN	YES
1179	1364	off	OO	OO	YES
1180	1365	the	OO	OO	YES
1181	1366	ground	NN	NN	YES
1182	1367	is	VB	VB	YES
1183	1368	one	OO	OO	YES
1184	1369	thing	NN	NN	YES
1185	1371	turning	VB	VB	YES
1186	1372	them	NN	NN	YES
1187	1373	into	OO	OO	YES
1188	1374	sustainable	JJ	JJ	YES
1189	1375	businesses	NN	NN	YES
1190	1376	is	VB	VB	YES
1191	1377	another	OO	OO	YES
1192	1379	It	NN	NN	YES
1193	1380	seems	VB	VB	YES
1194	1381	only	RB	RB	YES
1195	1382	a	OO	OO	YES
1196	1383	matter	NN	NN	YES
1197	1384	of	OO	OO	YES
1198	1385	time	NN	NN	YES
1199	1386	before	OO	OO	YES
1200	1387	such	JJ	JJ	YES
1201	1388	inflated	JJ	JJ	YES
1202	1389	expectations	NN	NN	YES
1203	1390	burst	RB	VB	NO
1204	1392	if	OO	OO	YES
1205	1393	entrepreneurs	NN	NN	YES
1206	1395	keep	VB	VB	YES
1207	1396	at	OO	OO	YES
1208	1397	it	NN	NN	YES
1209	1398	for	OO	OO	YES
1210	1399	the	OO	OO	YES
1211	1400	right	JJ	JJ	YES
1212	1401	reasons	NN	NN	YES
1213	1403	Another	OO	OO	YES
1214	1404	obstacle	NN	NN	YES
1215	1405	for	OO	OO	YES
1216	1406	many	JJ	JJ	YES
1217	1407	entrepreneurs	NN	NN	YES
1218	1408	is	VB	VB	YES
1219	1409	the	OO	OO	YES
1220	1410	apparent	JJ	JJ	YES
1221	1411	lack	NN	NN	YES
1222	1412	of	OO	OO	YES
1223	1413	corporate	JJ	JJ	YES
1224	1414	culture	NN	NN	YES
1225	1415	that	OO	OO	YES
1226	1416	actively	RB	RB	YES
1227	1417	embraces	VB	VB	YES
1228	1421	deals	NN	NN	YES
1229	1423	which	OO	OO	YES
1230	1425	in	OO	OO	YES
1231	1426	turn	NN	NN	YES
1232	1428	rewards	NN	VB	NO
1233	1429	founders	NN	NN	YES
1234	1430	with	OO	OO	YES
1235	1431	attractive	JJ	JJ	YES
1236	1432	valuations	NN	NN	YES
1237	1434	According	VB	VB	YES
1238	1435	to	OO	OO	YES
1239	1436	Go	NN	VB	NO
1240	1439	chairman	NN	NN	YES
1241	1440	of	OO	OO	YES
1242	1441	The	OO	OO	YES
1243	1442	Korean	NN	NN	YES
1244	1443	Business	NN	NN	YES
1245	1444	Angels	NN	NN	YES
1246	1445	Association	NN	NN	YES
1247	1447	the	OO	OO	YES
1248	1448	government	NN	NN	YES
1249	1449	remains	VB	VB	YES
1250	1450	slow	JJ	JJ	YES
1251	1451	at	OO	OO	YES
1252	1452	harnessing	VB	VB	YES
1253	1453	the	OO	OO	YES
1254	1454	potential	NN	NN	YES
1255	1455	of	OO	OO	YES
1256	1456	younger	JJ	JJ	YES
1257	1457	entrepreneurs	NN	NN	YES
1258	1459	many	JJ	OO	NO
1259	1460	of	OO	OO	YES
1260	1461	whom	NN	NN	YES
1261	1462	are	VB	VB	YES
1262	1463	still	RB	RB	YES
1263	1464	under	OO	OO	YES
1264	1465	the	OO	OO	YES
1265	1466	spell	NN	NN	YES
1266	1467	of	OO	OO	YES
1267	1468	larger	JJ	JJ	YES
1268	1469	conglomerates	NN	NN	YES
1269	1470	that	OO	OO	YES
1270	1471	hold	VB	VB	YES
1271	1472	a	OO	OO	YES
1272	1473	monopoly	NN	NN	YES
1273	1474	on	OO	OO	YES
1274	1475	the	OO	OO	YES
1275	1476	countrys	NN	NN	YES
1276	1477	tech	NN	NN	YES
1277	1478	industries	NN	NN	YES
