indexInText	indexInSentence	sentenceNumber	token	posTag	lemma
944	3	59	Solvency	NNP	Solvency
945	4	59	Capital	NNP	Capital
946	5	59	Requirement	NNP	Requirement
947	6	59	(	(	(
948	7	59	SCR	NNP	SCR
949	8	59	)	)	)
950	9	59	is	VBZ	be
951	10	59	calculated	VBN	calculate
952	11	59	using	VBG	use
953	12	59	IPC	NNP	IPC
954	13	59	#	#	#
955	14	59	:	:	:
956	15	59	A61K	$	A61K
957	16	59	031/455	CD	031/455
958	17	59	,	,	,
959	18	59	operational	JJ	operational
960	19	59	risk	NN	risk
961	20	59	assessment	NN	assessment
962	21	59	still	RB	still
963	22	59	presents	VBZ	present
964	23	59	a	DT	a
965	24	59	challenge	NN	challenge
966	25	59	.	.	.
967	1	60	The	DT	The
968	2	60	context	NN	context
969	3	60	of	IN	of
970	4	60	the	DT	the
971	5	60	Own	NNP	Own
972	6	60	Risk	NNP	Risk
973	7	60	and	CC	and
974	8	60	Solvency	NNP	Solvency
975	9	60	Assessment	NNP	Assessment
976	10	60	(	(	(
977	11	60	ORSA	NNP	ORSA
978	12	60	)	)	)
979	13	60	approach	NN	approach
980	14	60	was	VBD	be
981	15	60	assessed	VBN	assess
982	16	60	using	VBG	use
983	17	60	the	DT	the
984	18	60	F-test	NNP	F-test
985	19	60	.	.	.
986	1	61	F-22s	NNP	F-22s
987	2	61	fly	NN	fly
988	3	61	low	NN	low
989	4	61	in	IN	in
990	5	61	a	DT	a
991	6	61	show	NN	show
992	7	61	of	IN	of
993	8	61	force	NN	force
994	9	61	.	.	.
995	1	62	Thus	RB	Thus
996	2	62	,	,	,
997	3	62	to	TO	to
998	4	62	achieve	VB	achieve
999	5	62	a	DT	a
1000	6	62	Bachelor	NNP	Bachelor
1001	7	62	(	(	(
1002	8	62	with	IN	with
1003	9	62	)	)	)
1004	10	62	Honours	NNP	Honours
1005	11	62	degree	NN	degree
1006	12	62	(	(	(
1007	13	62	abbr	NN	abbr
1008	14	62	.	.	.
1009	1	63	e.g	NN	e.g
1010	2	63	.	.	.
1011	1	64	BA	NNP	BA
1012	2	64	(	(	(
1013	3	64	Hons	NNP	Hons
1014	4	64	.	.	.
1015	5	64	)	)	)
1016	1	65	or	CC	or
1017	2	65	BA	NNP	BA
1018	3	65	hons	NNS	hons
1019	4	65	.	.	.
1020	1	66	)	)	)
1021	2	66	,	,	,
1022	3	66	an	DT	an
1023	4	66	extra	JJ	extra
1024	5	66	``	``	``
1025	6	66	postgraduate	NN	postgraduate
1026	7	66	''	''	''
1027	8	66	year	NN	year
1028	9	66	and	CC	and
1029	10	66	a	DT	a
1030	11	66	high	JJ	high
1031	12	66	research	NN	research
1032	13	66	honour	NN	honour
1033	14	66	's	POS	's
1034	15	66	thesis	NN	thesis
1035	16	66	must	MD	must
1036	17	66	be	VB	be
1037	18	66	completed	VBN	complete
1038	19	66	;	:	;
1039	20	66	see	VB	see
1040	21	66	Honours	NNP	Honours
1041	22	66	Degrees	NNP	Degrees
1042	23	66	.	.	.
1043	1	67	He	PRP	He
1044	2	67	thought	VBD	think
1045	3	67	it	PRP	it
1046	4	67	would	MD	would
1047	5	67	be	VB	be
1048	6	67	amusing	VBG	amuse
1049	7	67	(	(	(
1050	8	67	!	.	!
1051	9	67	)	)	)
1052	1	68	to	TO	to
1053	2	68	throw	VB	throw
1054	3	68	a	DT	a
1055	4	68	plastic	NN	plastic
1056	5	68	mouse	NN	mouse
1057	6	68	at	IN	at
1058	7	68	me	PRP	me
1059	8	68	.	.	.
1060	1	69	The	DT	The
1061	2	69	bus	NN	bus
1062	3	69	timetable	JJ	timetable
1063	4	69	purports	NNS	purport
1064	5	69	to	TO	to
1065	6	69	be	VB	be
1066	7	69	accurate	JJ	accurate
1067	8	69	(	(	(
1068	9	69	?	.	?
1069	10	69	)	)	)
1070	11	69	.	.	.
1071	1	70	Rule	NN	Rule
1072	2	70	1	CD	1
1073	3	70	.	.	.
1074	1	71	In	IN	In
1075	2	71	American	JJ	American
1076	3	71	transcriptions	NNS	transcription
1077	4	71	,	,	,
1078	5	71	hot	JJ	hot
1079	6	71	is	VBZ	be
1080	7	71	written	VBN	write
1081	8	71	as	IN	a
1082	9	71	hɑ	NN	hɑ
1083	10	71	:	:	:
1084	11	71	t.	NN	t.
1085	12	71	The	DT	The
1086	13	71	three	CD	three
1087	14	71	recipes	NNS	recipe
1088	15	71	for	IN	for
1089	16	71	success	NN	success
1090	17	71	:	:	:
1091	18	71	commitment	NN	commitment
1092	19	71	to	TO	to
1093	20	71	a	DT	a
1094	21	71	goal	NN	goal
1095	22	71	;	:	;
1096	23	71	tenacity	NN	tenacity
1097	24	71	on	IN	on
1098	25	71	the	DT	the
1099	26	71	field	NN	field
1100	27	71	;	:	;
1101	28	71	and	CC	and
1102	29	71	a	DT	a
1103	30	71	recipe	NN	recipe
1104	31	71	for	IN	for
1105	32	71	success	NN	success
1106	33	71	:	:	:
1107	34	71	)	)	)
1108	35	71	It	PRP	It
1109	36	71	's	VBZ	's
1110	37	71	very	RB	very
1111	38	71	difficult	JJ	difficult
1112	39	71	in	IN	in
1113	40	71	fact	NN	fact
1114	41	71	to	TO	to
1115	42	71	say	VB	say
1116	43	71	some	DT	some
1117	44	71	of	IN	of
1118	45	71	these	DT	these
1119	46	71	words	NNS	word
1120	47	71	in	IN	in
1121	48	71	their	PRP$	their
1122	49	71	'full	NN	'full
1123	50	71	'	''	'
1124	51	71	form	NN	form
1125	52	71	--	:	--
1126	53	71	try	VB	try
1127	54	71	pronouncing	VBG	pronounce
1128	55	71	the	DT	the
1129	56	71	second	JJ	second
1130	57	71	t	NN	t
1131	58	71	in	IN	in
1132	59	71	patients	NNS	patient
1133	60	71	,	,	,
1134	61	71	for	IN	for
1135	62	71	example	NN	example
1136	63	71	.	.	.
1137	1	72	.	.	.
1138	1	73	.	.	.
1139	1	74	.	.	.
1140	1	75	The	DT	The
1141	2	75	regard	NN	regard
1142	3	75	formerly	RB	formerly
1143	4	75	paid	VBD	pay
1144	5	75	to	TO	to
1145	6	75	pronunciation	NN	pronunciation
1146	7	75	has	VBZ	have
1147	8	75	been	VBN	be
1148	9	75	gradually	RB	gradually
1149	10	75	declining	VBG	decline
1150	11	75	;	:	;
1151	12	75	so	CC	so
1152	13	75	that	IN	that
1153	14	75	now	RB	now
1154	15	75	the	DT	the
1155	16	75	greatest	JJS	greatest
1156	17	75	improprieties	NNS	impropriety
1157	18	75	in	IN	in
1158	19	75	that	DT	that
1159	20	75	point	NN	point
1160	21	75	are	VBP	be
1161	22	75	to	TO	to
1162	23	75	be	VB	be
1163	24	75	found	VBN	find
1164	25	75	among	IN	among
1165	26	75	people	NNS	people
1166	27	75	of	IN	of
1167	28	75	fashion	NN	fashion
1168	29	75	;	:	;
1169	30	75	many	JJ	many
1170	31	75	pronunciations	NNS	pronunciation
1171	32	75	,	,	,
1172	33	75	which	WDT	which
1173	34	75	thirty	VBZ	thirty
1174	35	75	or	CC	or
1175	36	75	forty	CD	forty
1176	37	75	years	NNS	year
1177	38	75	ago	RB	ago
1178	39	75	were	VBD	be
1179	40	75	confined	VBN	confine
1180	41	75	to	TO	to
1181	42	75	the	DT	the
1182	43	75	vulgar	NN	vulgar
1183	44	75	,	,	,
1184	45	75	are	VBP	be
1185	46	75	gradually	RB	gradually
1186	47	75	gaining	VBG	gain
1187	48	75	ground	NN	ground
1188	49	75	;	:	;
1189	50	75	and	CC	and
1190	51	75	if	IN	if
1191	52	75	something	NN	something
1192	53	75	be	VB	be
1193	54	75	not	RB	not
1194	55	75	done	VBN	do
1195	56	75	to	TO	to
1196	57	75	stop	VB	stop
1197	58	75	this	DT	this
1198	59	75	growing	VBG	grow
1199	60	75	evil	NN	evil
1200	61	75	,	,	,
1201	62	75	and	CC	and
1202	63	75	fix	VB	fix
1203	64	75	a	DT	a
1204	65	75	general	JJ	general
1205	66	75	standard	NN	standard
1206	67	75	at	IN	at
1207	68	75	present	JJ	present
1208	69	75	,	,	,
1209	70	75	the	DT	the
1210	71	75	English	NNP	English
1211	72	75	is	VBZ	be
1212	73	75	likely	JJ	likely
1213	74	75	to	TO	to
1214	75	75	become	VB	become
1215	76	75	a	DT	a
1216	77	75	mere	JJ	mere
1217	78	75	jargon	NN	jargon
1218	79	75	,	,	,
1219	80	75	which	WDT	which
1220	81	75	every	DT	every
1221	82	75	one	CD	one
1222	83	75	may	MD	may
1223	84	75	pronounce	VB	pronounce
1224	85	75	as	IN	a
1225	86	75	he	PRP	he
1226	87	75	pleases	VBZ	please
1227	88	75	.	.	.
1228	1	76	``	``	``
1229	2	76	Old	NNP	Old
1230	3	76	nursery	NN	nursery
1231	4	76	rhymes	NN	rhyme
1232	5	76	can	MD	can
1233	6	76	.	.	.
1234	1	77	.	.	.
1235	1	78	.	.	.
1236	1	79	give	VB	give
1237	2	79	us	PRP	u
1238	3	79	nice	JJ	nice
1239	4	79	clues	NNS	clue
1240	5	79	about	IN	about
1241	6	79	earlier	JJR	earlier
1242	7	79	pronunciations	NNS	pronunciation
1243	8	79	.	.	.
1244	9	79	''	''	''
1245	1	80	They	PRP	They
1246	2	80	include	VBP	include
1247	3	80	such	JJ	such
1248	4	80	forms	NNS	form
1249	5	80	as	IN	a
1250	6	80	Feb'ry	NNP	Feb'ry
1251	7	80	for	IN	for
1252	8	80	February	NNP	February
1253	9	80	,	,	,
1254	10	80	and	CC	and
1255	11	80	lib'ry	NN	lib'ry
1256	12	80	for	IN	for
1257	13	80	library	NN	library
1258	14	80	.	.	.
1259	1	81	The	DT	The
1260	2	81	vertical	JJ	vertical
1261	3	81	line	NN	line
1262	4	81	(	(	(
1263	5	81	ˈ	NN	ˈ
1264	6	81	)	)	)
1265	7	81	is	VBZ	be
1266	8	81	used	VBN	use
1267	9	81	to	TO	to
1268	10	81	show	VB	show
1269	11	81	word	NN	word
1270	12	81	stress	NN	stress
1271	13	81	.	.	.
1272	1	82	In	IN	In
1273	2	82	American	JJ	American
1274	3	82	English	NNP	English
1275	4	82	,	,	,
1276	5	82	t	NN	t
1277	6	82	is	VBZ	be
1278	7	82	often	RB	often
1279	8	82	pronounced	VBN	pronounce
1280	9	82	as	IN	a
1281	10	82	a	DT	a
1282	11	82	flap	NN	flap
1283	12	82	t	NN	t
1284	13	82	,	,	,
1285	14	82	which	WDT	which
1286	15	82	sounds	VBZ	sound
1287	16	82	like	IN	like
1288	17	82	d	NN	d
1289	18	82	or	CC	or
1290	19	82	(	(	(
1291	20	82	more	RBR	more
1292	21	82	accurately	RB	accurately
1293	22	82	)	)	)
1294	23	82	like	IN	like
1295	24	82	the	DT	the
1296	25	82	quick	NN	quick
1297	26	82	,	,	,
1298	27	82	hard	JJ	hard
1299	28	82	r	NN	r
1300	29	82	heard	NN	heard
1301	30	82	in	IN	in
1302	31	82	the	DT	the
1303	32	82	Spanish	JJ	Spanish
1304	33	82	word	NN	word
1305	34	82	pero	NN	pero
1306	35	82	.	.	.
1307	1	83	In	IN	In
1308	2	83	spin	NN	spin
1309	3	83	,	,	,
1310	4	83	the	DT	the
1311	5	83	phoneme	NN	phoneme
1312	6	83	is	VBZ	be
1313	7	83	pronounced	JJ	pronounced
1314	8	83	“normally”	NN	“normally”
1315	9	83	;	:	;
1316	10	83	this	DT	this
1317	11	83	“normal	JJ	“normal
1318	12	83	p”	NN	p”
1319	13	83	sound	NN	sound
1320	14	83	is	VBZ	be
1321	15	83	represented	VBN	represent
1322	16	83	by	IN	by
1323	17	83	p	NN	p
1324	18	83	in	IN	in
1325	19	83	the	DT	the
1326	20	83	IPA	NNP	IPA
1327	21	83	.	.	.
1328	1	84	Often	RB	Often
1329	2	84	,	,	,
1330	3	84	slashes	NNS	slash
1331	4	84	are	VBP	be
1332	5	84	used	VBN	use
1333	6	84	to	TO	to
1334	7	84	signal	VB	signal
1335	8	84	broad	JJ	broad
1336	9	84	or	CC	or
1337	10	84	phonemic	JJ	phonemic
1338	11	84	transcription	NN	transcription
1339	12	84	;	:	;
1340	13	84	thus	RB	thus
1341	14	84	,	,	,
1342	15	84	/t/	NNP	/t/
1343	16	84	is	VBZ	be
1344	17	84	less	RBR	less
1345	18	84	specific	JJ	specific
1346	19	84	than	IN	than
1347	20	84	,	,	,
1348	21	84	and	CC	and
1349	22	84	could	MD	could
1350	23	84	refer	VB	refer
1351	24	84	to	TO	to
1352	25	84	,	,	,
1353	26	84	either	DT	either
1354	27	84	[	NNP	[
1355	28	84	t̺ʰ	NN	t̺ʰ
1356	29	84	]	NN	]
1357	30	84	or	CC	or
1358	31	84	[	VB	[
1359	32	84	t	JJ	t
1360	33	84	]	NNP	]
1361	34	84	,	,	,
1362	35	84	depending	VBG	depend
1363	36	84	on	IN	on
1364	37	84	the	DT	the
1365	38	84	context	NN	context
1366	39	84	and	CC	and
1367	40	84	language	NN	language
1368	41	84	.	.	.
1369	1	85	Hyperlinks	NNS	Hyperlinks
1370	2	85	are	VBP	be
1371	3	85	recognized	VBN	recognize
1372	4	85	as	IN	a
1373	5	85	one	CD	one
1374	6	85	unit	NN	unit
1375	7	85	(	(	(
1376	8	85	alaska.edu	JJ	alaska.edu
1377	9	85	,	,	,
1378	10	85	jmister	NN	jmister
1379	11	85	@	NNP	@
1380	12	85	gmail.com	NN	gmail.com
1381	13	85	)	)	)
1382	14	85	.	.	.
1383	1	86	Its	PRP$	Its
1384	2	86	principle	NN	principle
1385	3	86	is	VBZ	be
1386	4	86	based	VBN	base
1387	5	86	on	IN	on
1388	6	86	the	DT	the
1389	7	86	value	NN	value
1390	8	86	introduced	VBN	introduce
1391	9	86	by	IN	by
1392	10	86	Aumann	NNP	Aumann
1393	11	86	and	CC	and
1394	12	86	Shaplay	NNP	Shaplay
1395	13	86	and	CC	and
1396	14	86	reported	VBD	report
1397	15	86	on	IN	on
1398	16	86	slashdot.com	NN	slashdot.com
1399	17	86	in	IN	in
1400	18	86	game	NN	game
1401	19	86	theory	NN	theory
1402	20	86	.	.	.
1403	1	87	http	NN	http
1404	2	87	:	:	:
1405	3	87	//trib.al/svQd7iF	NN	//trib.al/svQd7iF
1406	4	87	Sadly	RB	Sadly
1407	5	87	Kanye	NNP	Kanye
1408	6	87	West	NNP	West
1409	7	87	missed	VBD	miss
1410	8	87	out	RP	out
1411	9	87	on	IN	on
1412	10	87	the	DT	the
1413	11	87	Billboard	NNP	Billboard
1414	12	87	charts	VBZ	chart
1415	13	87	He	PRP	He
1416	14	87	did	VBD	do
1417	15	87	respond	VB	respond
1418	16	87	to	TO	to
1419	17	87	a	DT	a
1420	18	87	TIDAL	NNP	TIDAL
1421	19	87	hater	NN	hater
1422	20	87	,	,	,
1423	21	87	though	IN	though
1424	22	87	http	NN	http
1425	23	87	:	:	:
1426	24	87	//on.vibe.com/20Txgpm	NN	//on.vibe.com/20Txgpm
1427	25	87	.	.	.
1428	1	88	Visit	NNP	Visit
1429	2	88	www.newegg.com	NN	www.newegg.com
1430	3	88	for	IN	for
1431	4	88	the	DT	the
1432	5	88	best	JJS	best
1433	6	88	deals	NNS	deal
1434	7	88	in	IN	in
1435	8	88	top	NN	top
1436	9	88	of	IN	of
1437	10	88	the	DT	the
1438	11	88	line	NN	line
1439	12	88	gadgets	NNS	gadget
1440	13	88	.	.	.
1441	1	89	Internet	NNP	Internet
1442	2	89	acronyms	NN	acronym
1443	3	89	,	,	,
1444	4	89	text	JJ	text
1445	5	89	message	NN	message
1446	6	89	jargon	NN	jargon
1447	7	89	,	,	,
1448	8	89	abbreviations	NNS	abbreviation
1449	9	89	,	,	,
1450	10	89	initialisms	NNS	initialisms
1451	11	89	,	,	,
1452	12	89	cyberslang	NN	cyberslang
1453	13	89	,	,	,
1454	14	89	leetspeak	NN	leetspeak
1455	15	89	,	,	,
1456	16	89	SMS	NNP	SMS
1457	17	89	code	NN	code
1458	18	89	,	,	,
1459	19	89	textese	JJ	textese
1460	20	89	-	:	-
1461	21	89	See	VB	See
1462	22	89	more	JJR	more
1463	23	89	at	IN	at
1464	24	89	:	:	:
1465	25	89	http	NN	http
1466	26	89	:	:	:
1467	27	89	//www.netlingo.com/acronyms.php	JJ	//www.netlingo.com/acronyms.php
1468	28	89	#	#	#
1469	29	89	sthash.suX04zyM.dpuf	NN	sthash.suX04zyM.dpuf
1470	30	89	,	,	,
1471	31	89	aka	VBZ	aka
1472	32	89	the	DT	the
1473	33	89	best	JJS	best
1474	34	89	site	NN	site
1475	35	89	on	IN	on
1476	36	89	the	DT	the
1477	37	89	internet	NN	internet
1478	38	89	.	.	.
1479	1	90	Try	VB	Try
1480	2	90	to	TO	to
1481	3	90	download	VB	download
1482	4	90	the	DT	the
1483	5	90	dmg	NN	dmg
1484	6	90	at	IN	at
1485	7	90	developer.apple.com/downloads	NNS	developer.apple.com/downloads
1486	8	90	(	(	(
1487	9	90	Command	NNP	Command
1488	10	90	line	NN	line
1489	11	90	tools	NNS	tool
1490	12	90	OS	NNP	OS
1491	13	90	X	NNP	X
1492	14	90	)	)	)
1493	15	90	for	IN	for
1494	16	90	XCode	NNP	XCode
1495	17	90	seven	CD	seven
1496	18	90	.	.	.
1497	1	91	“Yeah	NN	“Yeah
1498	2	91	,	,	,
1499	3	91	it	PRP	it
1500	4	91	was	VBD	be
1501	5	91	great	JJ	great
1502	6	91	,	,	,
1503	7	91	”	NNP	”
1504	8	91	he	PRP	he
1505	9	91	said	VBD	say
1506	10	91	sarcastically	RB	sarcastically
1507	11	91	.	.	.
1508	1	92	Professor	NNP	Professor
1509	2	92	Mark	NNP	Mark
1510	3	92	Serreze	NNP	Serreze
1511	4	92	PhD	NNP	PhD
1512	5	92	,	,	,
1513	6	92	the	DT	the
1514	7	92	center	NN	center
1515	8	92	's	POS	's
1516	9	92	director	NN	director
1517	10	92	,	,	,
1518	11	92	says	VBZ	say
1519	12	92	,	,	,
1520	13	92	``	``	``
1521	14	92	We	PRP	We
1522	15	92	've	VBP	've
1523	16	92	looked	VBN	look
1524	17	92	at	IN	at
1525	18	92	the	DT	the
1526	19	92	average	JJ	average
1527	20	92	January	NNP	January
1528	21	92	temperatures	NNS	temperature
1529	22	92	,	,	,
1530	23	92	and	CC	and
1531	24	92	we	PRP	we
1532	25	92	look	VBP	look
1533	26	92	at	IN	at
1534	27	92	what	WP	what
1535	28	92	we	PRP	we
1536	29	92	call	VBP	call
1537	30	92	the	DT	the
1538	31	92	925	CD	925
1539	32	92	millibar	NN	millibar
1540	33	92	level	NN	level
1541	34	92	,	,	,
1542	35	92	about	RB	about
1543	36	92	3,000	CD	3,000
1544	37	92	feet	NNS	foot
1545	38	92	up	RB	up
1546	39	92	in	IN	in
1547	40	92	the	DT	the
1548	41	92	atmosphere	NN	atmosphere
1549	42	92	.	.	.
1550	43	92	''	''	''
1551	1	93	The	DT	The
1552	2	93	headline	NN	headline
1553	3	93	read	NN	read
1554	4	93	:	:	:
1555	5	93	‘Local	JJ	‘Local
1556	6	93	Woman	NNP	Woman
1557	7	93	Saves	NNP	Saves
1558	8	93	Geese’	NNP	Geese’
1559	9	93	.	.	.
1560	1	94	I	PRP	I
1561	2	94	think	VBP	think
1562	3	94	they	PRP	they
1563	4	94	meant	VBP	mean
1564	5	94	“	NNS	“
1565	6	94	...	:	...
1566	7	94	finds	VBZ	find
1567	8	94	inspiration	NN	inspiration
1568	9	94	in	IN	in
1569	10	94	cooking	NN	cooking
1570	11	94	,	,	,
1571	12	94	her	PRP	her
1572	13	94	family	NN	family
1573	14	94	,	,	,
1574	15	94	and	CC	and
1575	16	94	her	PRP$	her
1576	17	94	dog	NN	dog
1577	18	94	,	,	,
1578	19	94	”	FW	”
1579	20	94	but	CC	but
1580	21	94	you	PRP	you
1581	22	94	never	RB	never
1582	23	94	can	MD	can
1583	24	94	be	VB	be
1584	25	94	sure	JJ	sure
1585	26	94	about	IN	about
1586	27	94	people	NNS	people
1587	28	94	.	.	.
1588	1	95	Other	JJ	Other
1589	2	95	than	IN	than
1590	3	95	to	TO	to
1591	4	95	indicate	VB	indicate
1592	5	95	dates	NNS	date
1593	6	95	or	CC	or
1594	7	95	to	TO	to
1595	8	95	separate	JJ	separate
1596	9	95	lines	NNS	line
1597	10	95	of	IN	of
1598	11	95	poetry	NN	poetry
1599	12	95	(	(	(
1600	13	95	``	``	``
1601	14	95	Celery	NNP	Celery
1602	15	95	,	,	,
1603	16	95	raw	JJ	raw
1604	17	95	/	NN	/
1605	18	95	Develops	VBZ	Develops
1606	19	95	the	DT	the
1607	20	95	jaw	NN	jaw
1608	21	95	''	''	''
1609	22	95	)	)	)
1610	23	95	,	,	,
1611	24	95	it	PRP	it
1612	25	95	has	VBZ	have
1613	26	95	few	JJ	few
1614	27	95	defensible	JJ	defensible
1615	28	95	uses	NNS	us
1616	29	95	.	.	.
1617	1	96	For	IN	For
1618	2	96	example	NN	example
1619	3	96	,	,	,
1620	4	96	/ˈkɒntrækt/	NNP	/ˈkɒntrækt/
1621	5	96	is	VBZ	be
1622	6	96	pronounced	VBN	pronounce
1623	7	96	with	IN	with
1624	8	96	a	DT	a
1625	9	96	hard	JJ	hard
1626	10	96	k.	NN	k.
1627	11	96	``	``	``
1628	12	96	Still	RB	Still
1629	13	96	,	,	,
1630	14	96	''	''	''
1631	15	96	she	PRP	she
1632	16	96	says	VBZ	say
1633	17	96	suspiciously	RB	suspiciously
1634	18	96	,	,	,
1635	19	96	``	``	``
1636	20	96	should	MD	should
1637	21	96	n't	RB	n't
1638	22	96	it	PRP	it
1639	23	96	have	VB	have
1640	24	96	a	DT	a
1641	25	96	reddish	JJ	reddish
1642	26	96	tint	NN	tint
1643	27	96	?	.	?
1644	28	96	''	''	''
1645	1	97	Use	VB	Use
1646	2	97	a	DT	a
1647	3	97	period	NN	period
1648	4	97	(	(	(
1649	5	97	written	VBN	write
1650	6	97	<	NNP	<
1651	7	97	.	.	.
1652	8	97	>	NN	>
1653	9	97	)	)	)
1654	10	97	at	IN	at
1655	11	97	the	DT	the
1656	12	97	end	NN	end
1657	13	97	of	IN	of
1658	14	97	a	DT	a
1659	15	97	complete	JJ	complete
1660	16	97	sentence	NN	sentence
1661	17	97	that	WDT	that
1662	18	97	is	VBZ	be
1663	19	97	a	DT	a
1664	20	97	statement	NN	statement
1665	21	97	.	.	.
1666	1	98	Take	VB	Take
1667	2	98	Jack	NNP	Jack
1668	3	98	and	CC	and
1669	4	98	Jill	NNP	Jill
1670	5	98	--	:	--
1671	6	98	'Jack	POS	'Jack
1672	7	98	and	CC	and
1673	8	98	Jill	NNP	Jill
1674	9	98	went	VBD	go
1675	10	98	up	RP	up
1676	11	98	the	DT	the
1677	12	98	hill	NN	hill
1678	13	98	to	TO	to
1679	14	98	fetch	VB	fetch
1680	15	98	a	DT	a
1681	16	98	pail	NN	pail
1682	17	98	of	IN	of
1683	18	98	water	NN	water
1684	19	98	;	:	;
1685	20	98	Jack	NNP	Jack
1686	21	98	fell	VBD	fell
1687	22	98	down	RB	down
1688	23	98	and	CC	and
1689	24	98	broke	VBD	break
1690	25	98	his	PRP$	his
1691	26	98	crown	NN	crown
1692	27	98	and	CC	and
1693	28	98	Jill	NNP	Jill
1694	29	98	came	VBD	come
1695	30	98	tumbling	VBG	tumble
1696	31	98	after	IN	after
1697	32	98	.	.	.
1698	33	98	'	''	'
1699	1	99	It	PRP	It
1700	2	99	does	VBZ	do
1701	3	99	not	RB	not
1702	4	99	normally	RB	normally
1703	5	99	use	VBP	use
1704	6	99	combinations	NNS	combination
1705	7	99	of	IN	of
1706	8	99	letters	NNS	letter
1707	9	99	to	TO	to
1708	10	99	represent	VB	represent
1709	11	99	single	JJ	single
1710	12	99	sounds	NNS	sound
1711	13	99	,	,	,
1712	14	99	the	DT	the
1713	15	99	way	NN	way
1714	16	99	English	NNP	English
1715	17	99	does	VBZ	do
1716	18	99	with	IN	with
1717	19	99	⟨sh⟩	NN	⟨sh⟩
1718	20	99	or	CC	or
1719	21	99	single	JJ	single
1720	22	99	letters	NNS	letter
1721	23	99	to	TO	to
1722	24	99	represent	VB	represent
1723	25	99	multiple	JJ	multiple
1724	26	99	sounds	NNS	sound
1725	27	99	,	,	,
1726	28	99	such	JJ	such
1727	29	99	as	IN	a
1728	30	99	x	NN	x
1729	31	99	.	.	.
1730	1	100	The	DT	The
1731	2	100	Scarecrow	NNP	Scarecrow
1732	3	100	and	CC	and
1733	4	100	the	DT	the
1734	5	100	Tin	NNP	Tin
1735	6	100	Woodman	NNP	Woodman
1736	7	100	stood	VBD	stand
1737	8	100	up	RP	up
1738	9	100	in	IN	in
1739	10	100	a	DT	a
1740	11	100	corner	NN	corner
1741	12	100	and	CC	and
1742	13	100	kept	VBD	keep
1743	14	100	quiet	JJ	quiet
1744	15	100	all	DT	all
1745	16	100	night	NN	night
1746	17	100	,	,	,
1747	18	100	although	IN	although
1748	19	100	of	IN	of
1749	20	100	course	NN	course
1750	21	100	they	PRP	they
1751	22	100	could	MD	could
1752	23	100	not	RB	not
1753	24	100	sleep	VB	sleep
1754	25	100	.	.	.
1755	1	101	-	:	-
1756	2	101	L.	NNP	L.
1757	3	101	Frank	NNP	Frank
1758	4	101	Baum	NNP	Baum
1759	5	101	Because	IN	Because
1760	6	101	they	PRP	they
1761	7	101	did	VBD	do
1762	8	101	not	RB	not
1763	9	101	understand	VB	understand
1764	10	101	English	NNP	English
1765	11	101	grammar	NN	grammar
1766	12	101	very	RB	very
1767	13	101	well	RB	well
1768	14	101	,	,	,
1769	15	101	they	PRP	they
1770	16	101	came	VBD	come
1771	17	101	to	TO	to
1772	18	101	this	DT	this
1773	19	101	web	JJ	web
1774	20	101	page	NN	page
1775	21	101	and	CC	and
1776	22	101	posted	VBD	post
1777	23	101	inaccurate	JJ	inaccurate
1778	24	101	examples	NNS	example
1779	25	101	in	IN	in
1780	26	101	the	DT	the
1781	27	101	comment	NN	comment
1782	28	101	section	NN	section
1783	29	101	.	.	.
1784	1	102	:	:	:
1785	2	102	)	)	)
1786	3	102	The	DT	The
1787	4	102	prime	JJ	prime
1788	5	102	minister	NN	minister
1789	6	102	said	VBD	say
1790	7	102	:	:	:
1791	8	102	``	``	``
1792	9	102	We	PRP	We
1793	10	102	will	MD	will
1794	11	102	fight	VB	fight
1795	12	102	.	.	.
1796	1	103	We	PRP	We
1797	2	103	will	MD	will
1798	3	103	not	RB	not
1799	4	103	give	VB	give
1800	5	103	up	RP	up
1801	6	103	.	.	.
1802	1	104	We	PRP	We
1803	2	104	will	MD	will
1804	3	104	win	VB	win
1805	4	104	the	DT	the
1806	5	104	next	JJ	next
1807	6	104	election	NN	election
1808	7	104	.	.	.
1809	8	104	''	''	''
1810	1	105	'Run	CC	'Run
1811	2	105	as	RB	as
1812	3	105	fast	RB	fast
1813	4	105	as	IN	a
1814	5	105	you	PRP	you
1815	6	105	can	MD	can
1816	7	105	!	.	!
1817	8	105	'	''	'
1818	1	106	he	PRP	he
1819	2	106	shouted	VBD	shout
1820	3	106	.	.	.
1821	1	107	In	IN	In
1822	2	107	eəʳ	JJ	eəʳ
1823	3	107	ɪəʳ	NNP	ɪəʳ
1824	4	107	ʊəʳ	NNP	ʊəʳ
1825	5	107	,	,	,
1826	6	107	the	DT	the
1827	7	107	r	NN	r
1828	8	107	is	VBZ	be
1829	9	107	not	RB	not
1830	10	107	pronounced	VBN	pronounce
1831	11	107	in	IN	in
1832	12	107	BrE	NNP	BrE
1833	13	107	,	,	,
1834	14	107	unless	IN	unless
1835	15	107	the	DT	the
1836	16	107	sound	NN	sound
1837	17	107	comes	VBZ	come
1838	18	107	before	IN	before
1839	19	107	a	DT	a
1840	20	107	vowel	NN	vowel
1841	21	107	(	(	(
1842	22	107	as	IN	a
1843	23	107	in	IN	in
1844	24	107	dearest	NN	dearest
1845	25	107	,	,	,
